,node,type
2447,http://www.wikidata.org/entity/statement/Q17141-A460E99A-2136-4E3E-8DB9-55A7CB50C7A6,wikidata entity
2448,http://www.wikidata.org/entity/statement/Q17141-FCC3B79C-FBF6-48BD-9B3F-F7712812FD35,wikidata entity
2449,http://www.wikidata.org/entity/statement/Q17141-36808E0F-1B59-47F2-9007-E4A9786D2D9B,wikidata entity
2450,http://www.wikidata.org/entity/statement/Q17141-60c6c9dd-42b2-0532-adad-6fd60b4fe8ee,wikidata entity
2451,http://www.wikidata.org/entity/statement/Q17141-b23f44a5-49a9-eff6-ebb9-19e1f38f70a6,wikidata entity
2452,http://www.wikidata.org/entity/statement/Q17141-e529fa4b-cd5f-4ea4-b7b8-4e93a110e983,wikidata entity
2453,http://www.wikidata.org/entity/statement/Q17141-07F0AC58-C07F-42F2-83E8-FE232543BA22,wikidata entity
2454,http://www.wikidata.org/entity/statement/Q17141-37F8BC43-7075-43A4-807F-690B19A4DA99,wikidata entity
2455,http://www.wikidata.org/entity/statement/Q17141-51599EC5-9A19-4756-8217-F0368EB0131D,wikidata entity
2456,http://www.wikidata.org/entity/statement/Q17141-6920EB18-5899-4FCA-A3C3-0BB1AE85A7B8,wikidata entity
2457,http://www.wikidata.org/entity/statement/Q17141-12892110-6f27-4cdf-8645-5270507a9d51,wikidata entity
2458,http://www.wikidata.org/entity/statement/Q17141-12DC8758-266C-451D-BAC2-2C5CDFF6E565,wikidata entity
2459,http://www.wikidata.org/entity/statement/Q17141-99334C24-B1BC-4FE2-A228-A3BB6B4FA62E,wikidata entity
2460,http://www.wikidata.org/entity/statement/Q17141-E9A7C045-7BEE-482A-8A07-53A400FD36EA,wikidata entity
2461,http://www.wikidata.org/entity/statement/Q17141-0DA7E3EF-70A6-48CF-AFE6-4F4D78D242DD,wikidata entity
2462,http://www.wikidata.org/entity/statement/Q17141-A5C33B5F-E590-40DC-A543-7F69531A4087,wikidata entity
2463,http://www.wikidata.org/entity/statement/Q17141-F00B3716-9AA9-4234-9F6B-D94A82200179,wikidata entity
2464,http://www.wikidata.org/entity/statement/Q17141-9837E6FB-E0F7-4B83-A098-E07F3501F3D2,wikidata entity
2465,http://www.wikidata.org/entity/statement/Q17141-C15C17EA-A2C5-423C-B846-DB844B6C9980,wikidata entity
2466,http://www.wikidata.org/entity/statement/Q17141-92F7498A-8980-4341-8F43-5FA23FB7C810,wikidata entity
2467,http://www.wikidata.org/entity/statement/Q17141-38AE3539-981C-4B7E-8768-E4F6BAF5CBB5,wikidata entity
2468,http://www.wikidata.org/entity/statement/Q17141-0430D7A6-9CD6-4E13-B4AB-83BFE61546E4,wikidata entity
2469,http://www.wikidata.org/entity/statement/Q17141-200D738E-E92A-4A23-82CF-F0EED48D7D77,wikidata entity
2470,http://www.wikidata.org/entity/statement/Q17141-DFCC4970-820B-44AD-9B3F-ACEDB25A41B8,wikidata entity
2471,توم هارالد هاغن,not wikidata
2472,Том-Гаральд Гаген,not wikidata
2473,湯姆·哈拉爾德·哈根,not wikidata
2474,2023-01-16T17:01:41Z,not wikidata
2475,1812830645,not wikidata
2476,미국의 배우,not wikidata
2477,2023-01-15T20:11:49Z,not wikidata
2478,1812278658,not wikidata
2479,http://www.wikidata.org/entity/statement/Q190231-4245DF0A-0A18-464F-ACF6-2659DAD79D45,wikidata entity
2480,http://www.wikidata.org/entity/statement/Q190231-a00a7043-43c4-34b3-34ab-169881626848,wikidata entity
2481,http://www.wikidata.org/entity/statement/Q190231-91292D02-ECC6-4C51-AA88-D689F3983720,wikidata entity
2482,http://www.wikidata.org/entity/statement/Q190231-4680C304-DBEF-4430-B1C6-79106E9DE3B5,wikidata entity
2483,http://www.wikidata.org/entity/statement/Q190231-d971d5ad-4956-b23a-c75f-04e9ff51e664,wikidata entity
2484,http://www.wikidata.org/entity/statement/Q190231-7500942B-86F9-4943-9656-FAFB64C68525,wikidata entity
2485,http://www.wikidata.org/entity/statement/Q190231-b2341c3a-4d69-efe5-b16c-cdb2394f82b8,wikidata entity
2486,http://www.wikidata.org/entity/statement/Q190231-FBAB601A-5E69-4537-9902-C0717B99DF6C,wikidata entity
2487,http://www.wikidata.org/entity/statement/Q190231-aeead7e0-4094-aebb-c81f-a11874800f5f,wikidata entity
2488,http://www.wikidata.org/entity/statement/Q190231-ed6b513b-4c3a-0f8c-cbf9-df342521b7bb,wikidata entity
2489,http://www.wikidata.org/entity/statement/Q190231-9be12ec7-4996-9f46-81c6-99cb35a68a59,wikidata entity
2490,http://www.wikidata.org/entity/statement/Q190231-282B0E43-9909-492B-92CB-4CB157A50F9B,wikidata entity
2491,http://www.wikidata.org/entity/statement/Q190231-8E996BF8-3024-46BE-A6CF-B3D33043BE3E,wikidata entity
2492,http://www.wikidata.org/entity/statement/Q190231-81ce369f-4737-4a57-ae18-254344befa39,wikidata entity
2493,http://www.wikidata.org/entity/statement/Q190231-b69d4552-4166-e173-8c0d-5218f5f487d9,wikidata entity
2494,http://www.wikidata.org/entity/statement/Q190231-76459a09-42ac-0814-62c8-2d4d6c8ecc23,wikidata entity
2495,http://www.wikidata.org/entity/statement/Q190231-64e7d606-413f-25fc-48e6-3f41cfc13cbe,wikidata entity
2496,http://www.wikidata.org/entity/statement/Q190231-aaab2f50-438d-bd5f-0dca-5551ae82211e,wikidata entity
2497,http://www.wikidata.org/entity/statement/Q190231-962EE09D-8A07-4C4A-837B-6FCCEEAD07A9,wikidata entity
2498,http://www.wikidata.org/entity/statement/Q190231-56be7f7a-4da2-234f-c1a5-f8828a714b8d,wikidata entity
2499,http://www.wikidata.org/entity/statement/Q190231-FC1CF433-E0C6-4722-9B4F-41874B6304B3,wikidata entity
2500,http://www.wikidata.org/entity/statement/Q190231-12412CE0-72CD-4B9E-B6C3-7BBA506876DF,wikidata entity
2501,http://www.wikidata.org/entity/statement/Q190231-ec0a023f-4d13-f332-0882-789d500d476a,wikidata entity
2502,http://www.wikidata.org/entity/statement/Q190231-60113d14-4f39-6cda-2aee-283d8a143da7,wikidata entity
2503,http://www.wikidata.org/entity/statement/Q190231-C6B5BBAD-51B3-445F-90E2-C23AF8DE843F,wikidata entity
2504,http://www.wikidata.org/entity/statement/Q190231-BD129F33-D7BC-4DC9-A657-180633BF3A85,wikidata entity
2505,http://www.wikidata.org/entity/statement/Q190231-424f2380-497e-aff3-d1ac-ff6960457392,wikidata entity
2506,http://www.wikidata.org/entity/statement/Q190231-DC3A1167-4161-4FCE-902C-A8591461F6F9,wikidata entity
2507,http://www.wikidata.org/entity/statement/Q190231-6720BBB7-29D3-4861-BEE4-FAD0EAC3669D,wikidata entity
2508,http://www.wikidata.org/entity/statement/Q190231-5E081245-309B-4790-BD67-45CF9E486885,wikidata entity
2509,http://www.wikidata.org/entity/statement/Q190231-547a22b6-4643-9045-6961-3ea417ae36d1,wikidata entity
2510,http://www.wikidata.org/entity/statement/Q190231-5e789eff-4a71-a18c-376e-d0a0010bede5,wikidata entity
2511,http://www.wikidata.org/entity/statement/Q190231-aa371504-4efe-a2b7-e819-7375fb8132d2,wikidata entity
2512,http://www.wikidata.org/entity/statement/Q190231-7d02f6f3-7d1e-4159-8405-8d0e19e4d09b,wikidata entity
2513,http://www.wikidata.org/entity/statement/Q190231-bcb085f7-4a34-f07a-78f2-b57891badc3a,wikidata entity
2514,http://www.wikidata.org/entity/statement/Q190231-c104a83e-4c7b-4e87-c42d-6379c0855ae0,wikidata entity
2515,http://www.wikidata.org/entity/statement/Q190231-E7A9D387-D19C-4A6C-90BA-E8A2E0B2736E,wikidata entity
2516,http://www.wikidata.org/entity/statement/Q190231-08AB6969-596A-4A00-A866-D9623476675C,wikidata entity
2517,http://www.wikidata.org/entity/statement/Q190231-C6853676-9051-405C-B667-21970CA7104E,wikidata entity
2518,http://www.wikidata.org/entity/statement/Q190231-855917D8-ECE8-4EBD-9F7E-79EB6327B67D,wikidata entity
2519,http://www.wikidata.org/entity/statement/Q190231-6af528a4-4478-8a59-81d9-e0ef9efd246e,wikidata entity
2520,http://www.wikidata.org/entity/statement/Q190231-16c1eea4-4b8f-555b-c129-1727fc8d4e99,wikidata entity
2521,http://www.wikidata.org/entity/statement/Q190231-02115942-4fb0-fafb-79b2-56eb7e572ba5,wikidata entity
2522,http://www.wikidata.org/entity/statement/Q190231-1E728207-B462-46A4-A8F5-5200B165E756,wikidata entity
2523,http://www.wikidata.org/entity/statement/Q190231-33CFA0D0-AAB3-43C5-9E2F-FC6F8E3A44D9,wikidata entity
2524,http://www.wikidata.org/entity/statement/Q190231-4c25337e-4728-8165-d246-c7fbc1635ff4,wikidata entity
2525,http://www.wikidata.org/entity/statement/Q190231-6fc0b521-6e97-4a39-baef-0fadd08ab745,wikidata entity
2526,http://www.wikidata.org/entity/statement/Q190231-151ccb03-e498-4ba6-aab0-76dd7e0c58bc,wikidata entity
2527,http://www.wikidata.org/entity/statement/Q190231-A50CF27E-EB18-471A-B0A2-477E8A67A517,wikidata entity
2528,http://www.wikidata.org/entity/statement/Q190231-e4fb2437-489c-4cb0-b765-942dfc71db36,wikidata entity
2529,http://www.wikidata.org/entity/statement/Q190231-609036B2-22D8-471C-9BFD-DD77B390040C,wikidata entity
2530,http://www.wikidata.org/entity/statement/Q190231-D2319900-651B-42A0-85BE-A2EF30E21949,wikidata entity
2531,http://www.wikidata.org/entity/statement/Q190231-7E443222-872B-481E-9CBC-F7C5DE853A97,wikidata entity
2532,http://www.wikidata.org/entity/statement/Q190231-33cdeef0-41c7-7206-34c7-8f90486b9e05,wikidata entity
2533,http://www.wikidata.org/entity/statement/Q190231-e067363b-40d2-357d-fd4a-072a4d847d81,wikidata entity
2534,http://www.wikidata.org/entity/statement/Q190231-3cee6031-44cd-fdf1-5143-ba7be1f0de4e,wikidata entity
2535,http://www.wikidata.org/entity/statement/Q190231-4CAE28DD-E350-486F-8816-6C1AABD7B689,wikidata entity
2536,http://www.wikidata.org/entity/statement/Q190231-2bc6c227-2044-446a-9098-20ffe12a71ca,wikidata entity
2537,http://www.wikidata.org/entity/statement/Q190231-3288403e-4ba7-5845-83fe-38c02a57fa8b,wikidata entity
2538,http://www.wikidata.org/entity/statement/Q190231-E54A8718-EB5D-48C2-8809-D34F64630CA0,wikidata entity
2539,http://www.wikidata.org/entity/statement/Q190231-50B653A4-6E2C-4491-B522-187CAE2128AB,wikidata entity
2540,http://www.wikidata.org/entity/statement/Q190231-9f549e1d-c25c-4fe3-8090-d0ea80337a4c,wikidata entity
2541,http://www.wikidata.org/entity/statement/Q190231-2DF18DC6-E52A-4E63-9DB4-D0C011EA5306,wikidata entity
2542,http://www.wikidata.org/entity/statement/Q190231-77ccb553-48f7-0460-3292-0d9aa6d1c13f,wikidata entity
2543,http://www.wikidata.org/entity/statement/Q190231-D555AC2C-ED93-468F-AF5E-8E7CA573CC10,wikidata entity
2544,http://www.wikidata.org/entity/statement/Q190231-D37EC304-3ADD-4E40-900B-F070E60BB3EB,wikidata entity
2545,http://www.wikidata.org/entity/statement/Q190231-A8C4A7D4-8E83-4582-AF42-54A12EF33641,wikidata entity
2546,http://www.wikidata.org/entity/statement/Q190231-D5CA598E-A838-4D76-8221-2653F5704E41,wikidata entity
2547,http://www.wikidata.org/entity/statement/Q190231-944A9A7D-F45F-4449-9D6F-31F9C4B79491,wikidata entity
2548,http://www.wikidata.org/entity/statement/Q190231-98B8C632-E9E7-415A-B5DD-A3ACE01229F9,wikidata entity
2549,http://www.wikidata.org/entity/statement/Q190231-AB663129-8E51-41A8-A0B1-A02DFB01B35F,wikidata entity
2550,http://www.wikidata.org/entity/statement/Q190231-C8DE6552-42D4-4BE5-BEBC-5EFFB720CB9C,wikidata entity
2551,http://www.wikidata.org/entity/statement/Q190231-094c794f-95e2-423f-b5f2-aa50c2fd481f,wikidata entity
2552,http://www.wikidata.org/entity/statement/Q190231-65fd01cf-fed0-4c36-9959-5142b82598ec,wikidata entity
2553,http://www.wikidata.org/entity/statement/Q190231-7052dfb7-3450-4200-8c8d-29ac93e54c5d,wikidata entity
2554,http://www.wikidata.org/entity/statement/Q190231-629AD1B9-A382-476A-B7EA-5071CE950D09,wikidata entity
2555,http://www.wikidata.org/entity/statement/Q190231-1C15A796-DC83-4B25-86F6-B50A019DBA32,wikidata entity
2556,http://www.wikidata.org/entity/statement/Q190231-0DBA15D7-C6BE-4013-93BE-8271A06E6A87,wikidata entity
2557,http://www.wikidata.org/entity/statement/Q190231-c7595df9-e4da-4e21-8c53-d5ae324e271a,wikidata entity
2558,http://www.wikidata.org/entity/statement/Q190231-C5C295FD-B549-46B4-B8A8-E20345F16825,wikidata entity
2559,http://www.wikidata.org/entity/statement/Q190231-FCD04341-2925-48BC-9C00-154E1C3F5ED5,wikidata entity
2560,http://www.wikidata.org/entity/statement/Q190231-47BC0723-62C0-4D4E-B88B-35DF63AA2BC3,wikidata entity
2561,http://www.wikidata.org/entity/statement/Q190231-BEE642DF-2D63-4810-8F5C-EF5AEEE7BED2,wikidata entity
2562,http://www.wikidata.org/entity/statement/Q190231-6E5B380F-FFAD-4625-A86B-A79A47C4D909,wikidata entity
2563,http://www.wikidata.org/entity/statement/Q190231-E5B7E3B2-3C6E-4E08-AEA7-773E510FA950,wikidata entity
2564,http://www.wikidata.org/entity/statement/Q190231-1c488e47-49d6-7465-96fc-f3b6573687bc,wikidata entity
2565,http://www.wikidata.org/entity/statement/Q190231-67224278-69C7-480B-942F-EE6647B76152,wikidata entity
2566,http://www.wikidata.org/entity/statement/Q190231-1E9FF655-726C-4FFE-9417-A42608034747,wikidata entity
2567,http://www.wikidata.org/entity/statement/Q190231-956D9237-470A-4706-87E6-0ED2A1FD2383,wikidata entity
2568,http://www.wikidata.org/entity/statement/Q190231-1dcae67e-ae11-40fb-939d-ee86e526df2f,wikidata entity
2569,http://www.wikidata.org/entity/Q12152,wikidata entity
2570,206,not wikidata
2571,1652,not wikidata
2572,http://www.wikidata.org/entity/Q43199,wikidata entity
2573,124,not wikidata
2574,93,not wikidata
2575,338862,not wikidata
2576,67103,not wikidata
2577,1133874,not wikidata
2578,1966-07-23T00:00:00Z,not wikidata
2579,12318841,not wikidata
2580,1920-10-17T00:00:00Z,not wikidata
2581,0018227,not wikidata
2582,028237978,not wikidata
2583,12011481t,not wikidata
2584,00620502,not wikidata
2585,/m/01388c,not wikidata
2586,Montgomery Clift,not wikidata
2587,nm0001050,not wikidata
2588,074585193,not wikidata
2589,ola2002158983,not wikidata
2590,00000006214,not wikidata
2591,48899939,not wikidata
2592,920/000043791,not wikidata
2593,a10932008,not wikidata
2594,XX889951,not wikidata
2595,n2004001064,not wikidata
2596,http://commons.wikimedia.org/wiki/Special:FilePath/Clift%2C%20Montgomery.jpg,not wikidata
2597,http://www.wikidata.org/entity/statement/q193102-AC5C56CE-3163-48AC-A1ED-5E964074E524,wikidata entity
2598,http://www.wikidata.org/entity/statement/q193102-AED89BE2-5015-41AA-A4F2-E2300F5E4757,wikidata entity
2599,http://www.wikidata.org/entity/statement/Q193102-6fab631b-b908-41dc-8f9f-aef0f6af2943,wikidata entity
2600,http://www.wikidata.org/entity/statement/Q193102-5DC8A521-15FF-4B01-9FB5-7523BD19820C,wikidata entity
2601,http://www.wikidata.org/entity/statement/Q193102-25E2467B-9543-4F3A-B488-D9C1EBCE96E6,wikidata entity
2602,http://www.wikidata.org/entity/statement/q193102-D476B407-4637-48F1-8410-2F204561AF68,wikidata entity
2603,http://www.wikidata.org/entity/statement/Q193102-322a2550-474d-8449-bba5-12f7ddee62a5,wikidata entity
2604,http://www.wikidata.org/entity/statement/q193102-99975EA1-9BF9-4045-95CE-ACD78C04A4DC,wikidata entity
2605,http://www.wikidata.org/entity/statement/Q193102-929d000b-46ec-b9c8-b21f-7aba37453d77,wikidata entity
2606,http://www.wikidata.org/entity/statement/Q193102-AEFD5F1C-979E-441F-8BC0-B9B03D0670D1,wikidata entity
2607,http://www.wikidata.org/entity/statement/Q193102-3c38aa28-ca14-4aee-963a-0830caebe469,wikidata entity
2608,http://www.wikidata.org/entity/statement/Q193102-028BA983-ED3F-4568-AAAB-A4AE76D62AA0,wikidata entity
2609,http://www.wikidata.org/entity/statement/Q193102-2B420805-5C58-400C-9BBA-CCF87FE5D8A6,wikidata entity
2610,http://www.wikidata.org/entity/statement/Q193102-0443033C-6148-46D6-9AED-039672039F2E,wikidata entity
2611,http://www.wikidata.org/entity/statement/q193102-5F22AC1D-8DFA-4192-B2E9-8F386CA35127,wikidata entity
2612,http://www.wikidata.org/entity/statement/q193102-74E263BB-2D1E-4126-A8AD-334D2D06545B,wikidata entity
2613,http://www.wikidata.org/entity/statement/q193102-BBFA0EC1-EA7C-44F7-8AC2-F3E0B0E41CD3,wikidata entity
2614,http://www.wikidata.org/entity/statement/q193102-29A4C60E-5474-46F4-8F6B-53B30FFE8BB8,wikidata entity
2615,https://d-nb.info/gnd/118521241,not wikidata
2616,https://id.loc.gov/authorities/names/n79068349,not wikidata
2617,0000 0001 1596 3393,not wikidata
2618,118521241,not wikidata
2619,n79068349,not wikidata
2620,Monty Clift,not wikidata
2621,Edward Montgomery Clift,not wikidata
2622,Մոնտգոմերի Կլիֆթ,not wikidata
2623,Մոնտգոմերի Քլիֆթ,not wikidata
2624,モンゴメリ・クリフト,not wikidata
2625,Монти Клифт,not wikidata
2626,Montgomeri Klift,not wikidata
2627,蒙哥馬利·克利夫,not wikidata
2628,http://www.wikidata.org/entity/Q103916,wikidata entity
2629,http://www.wikidata.org/entity/Q106291,wikidata entity
2630,http://www.wikidata.org/entity/Q216458,wikidata entity
2631,http://www.wikidata.org/entity/Q1407764,wikidata entity
2632,http://www.wikidata.org/entity/Q3739104,wikidata entity
2633,http://viaf.org/viaf/12318841,not wikidata
2634,http://www.wikidata.org/entity/Q17985761,wikidata entity
2635,http://www.wikidata.org/entity/Q36865766,wikidata entity
2636,http://www.wikidata.org/entity/Q86970830,wikidata entity
2637,http://www.wikidata.org/entity/Q97094833,wikidata entity
2638,http://www.wikidata.org/entity/Q104783962,wikidata entity
2639,celebrity/montgomery_clift,not wikidata
2640,aktor amerikan,not wikidata
2641,americký herec,not wikidata
2642,nam diễn viên người Mỹ,not wikidata
2643,attore e doppiatore statunitense,not wikidata
2644,amerikansk skådespelare och musiker,not wikidata
2645,aisteoir agus guthaisteoir Meiriceánach,not wikidata
2646,ديفيد أوغدن ستايرز,not wikidata
2647,ديفيد اوجدن ستايرز,not wikidata
2648,Amerika aktyoru,not wikidata
2649,Devid Oqden Stiers,not wikidata
2650,دیوید اوقدن استایرس,not wikidata
2651,Ντέιβιντ Όντεν Στιρς,not wikidata
2652,دیوید اوگدن استایرس,not wikidata
2653,דיוויד אוגדן סטיירס,not wikidata
2654,Դեվիդ Օգդեն Սթայրզ,not wikidata
2655,デヴィッド・オグデン・スティアーズ,not wikidata
2656,데이비드 오그던 스티어스,not wikidata
2657,"amerykański aktor, dyrygent",not wikidata
2658,"американский актёр и музыкант, актёр озвучивания",not wikidata
2659,Дэвид Огден Стирс,not wikidata
2660,เดวิด อ็อกเดน สเตีกยรส์,not wikidata
2661,戴维·奥格登·施蒂尔斯,not wikidata
2662,戴维·奧格登·施蒂尔斯,not wikidata
2663,美國男演員(1942-2018),not wikidata
2664,acteur américain (1942-2018),not wikidata
2665,amerikai színész (1942-2018),not wikidata
2666,US-amerikanischer Schauspieler und Musiker (1942-2018),not wikidata
2667,American actor (1942–2018),not wikidata
2668,Девід Оґден Стірс,not wikidata
2669,actor a aned yn 1942,not wikidata
2670,http://www.wikidata.org/entity/Q586,wikidata entity
2671,http://www.wikidata.org/entity/Q58284,wikidata entity
2672,2985,not wikidata
2673,http://www.wikidata.org/entity/Q365,wikidata entity
2674,5,not wikidata
2675,http://www.wikidata.org/entity/Q54096,wikidata entity
2676,German sports manager,not wikidata
2677,South African judge,not wikidata
2678,breitheamh as an Afraic Theas,not wikidata
2679,rechter uit Zuid-Afrika,not wikidata
2680,1967-03-01T00:00:00Z,not wikidata
2681,directeur sportif allemand,not wikidata
2682,قاضی اهل آفریقای جنوبی,not wikidata
2683,direutor deportivu alemán,not wikidata
2684,http://g.co/kg/m/0808wjz,not wikidata
2685,http://www.wikidata.org/entity/statement/Q85563-853126FE-3119-4F03-BACA-08A0D3BEA324,wikidata entity
2686,http://www.wikidata.org/entity/statement/Q85563-F491A7F0-9B80-40F9-89BB-EE83546A286D,wikidata entity
2687,http://www.wikidata.org/entity/statement/Q85563-93762af6-4dd1-b546-8192-ed8c5c26d06c,wikidata entity
2688,http://www.wikidata.org/entity/statement/Q85563-B59D5067-C874-419F-9D95-4F3976090A9E,wikidata entity
2689,http://www.wikidata.org/entity/statement/Q85563-c48bbf70-44af-5efd-af2d-2adc37e05bf0,wikidata entity
2690,http://www.wikidata.org/entity/statement/Q85563-C5BF4A21-300E-4591-9AFE-943B882DD029,wikidata entity
2691,http://www.wikidata.org/entity/statement/Q85563-F4B96AF6-DD42-404F-B7A6-0535E9194216,wikidata entity
2692,http://www.wikidata.org/entity/statement/Q85563-6A60C5F2-3BA8-4E77-B371-760FA2088A26,wikidata entity
2693,http://www.wikidata.org/entity/statement/Q85563-f4931cf5-4155-fcba-ee73-5f65fc5172e7,wikidata entity
2694,http://www.wikidata.org/entity/statement/Q85563-DF28E665-65FD-4ADF-9B82-45FE6AEFD5CA,wikidata entity
2695,/m/0808wjz,not wikidata
2696,Michael Mronz,not wikidata
2697,MMronz,not wikidata
2698,http://www.wikidata.org/entity/statement/Q85563-6B1E5E30-3D56-4DC0-B09E-70AF8072BE32,wikidata entity
2699,http://www.wikidata.org/entity/statement/Q85563-e89e9040-781d-40d8-ae08-5a4676759a3e,wikidata entity
2700,138602220,not wikidata
2701,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Mronz%20%282019%29.jpg,not wikidata
2702,http://www.wikidata.org/entity/statement/Q85563-7FD5ED9B-3F9E-462E-98E8-B6885E480071,wikidata entity
2703,http://www.wikidata.org/entity/statement/Q85563-3A9C9DA5-786D-41E4-9959-262F3117E7BB,wikidata entity
2704,http://www.wikidata.org/entity/statement/q85563-37C4BA0E-1EAF-438A-96B4-770933A9941F,wikidata entity
2705,http://www.wikidata.org/entity/statement/Q85563-55523262-4801-60c3-8985-f1ead6553d7e,wikidata entity
2706,http://www.wikidata.org/entity/statement/Q85563-3A9B129D-C595-423D-9A9B-160708C32C55,wikidata entity
2707,http://www.wikidata.org/entity/statement/Q85563-2E4C5765-7C95-48BE-B643-4BAC641651EF,wikidata entity
2708,http://www.wikidata.org/entity/statement/Q85563-392fd0c8-4725-cf9d-5bdd-03eb9ef76dcb,wikidata entity
2709,http://www.wikidata.org/entity/statement/Q85563-E1B755D0-B321-4A1B-BF26-4EDA433FFB82,wikidata entity
2710,http://www.wikidata.org/entity/statement/Q85563-bf58954a-48f9-526a-9c3e-53be2c6c2c1f,wikidata entity
2711,http://www.wikidata.org/entity/statement/q85563-F808275F-D93E-4C1B-B339-96B1819A7D31,wikidata entity
2712,http://www.wikidata.org/entity/statement/q85563-00F5A08E-CFF3-41D4-AC5C-EE0A9D09355F,wikidata entity
2713,https://d-nb.info/gnd/138602220,not wikidata
2714,90875890,not wikidata
2715,ミヒャエル・ムロンツ,not wikidata
2716,Duits Bobo,not wikidata
2717,Михаэль Мронц,not wikidata
2718,米歇爾·莫隆茨,not wikidata
2719,إدوين كاميرون,not wikidata
2720,ادوين كاميرون,not wikidata
2721,"südafrikanischer Jurist, Richter am Verfassungsgericht und AIDS-Aktivist",not wikidata
2722,magistrat sud-africain,not wikidata
2723,giudice sudafricano,not wikidata
2724,1582753414,not wikidata
2725,2022-02-25T13:23:40Z,not wikidata
2726,2022-07-27T21:16:51Z,not wikidata
2727,1689904011,not wikidata
2728,http://www.wikidata.org/entity/Q91204,wikidata entity
2729,http://www.wikidata.org/entity/Q838476,wikidata entity
2730,http://www.wikidata.org/entity/Q4927524,wikidata entity
2731,http://www.wikidata.org/entity/Q62989007,wikidata entity
2732,http://viaf.org/viaf/90875890,not wikidata
2733,"Kaufmann, deutscher Sportmanager",not wikidata
2734,مدير رياضى من المانيا,not wikidata
2735,مايكل مرونز,not wikidata
2736,německý sportovní manažer,not wikidata
2737,82981,not wikidata
2738,8846,not wikidata
2739,41384,not wikidata
2740,92482,not wikidata
2741,25532,not wikidata
2742,1731081,not wikidata
2743,Japans columnist,not wikidata
2744,http://data.bnf.fr/ark:/12148/cb139513901#about,not wikidata
2745,http://musicbrainz.org/artist/f368568b-1f9f-4d29-99e7-89a2125d0cfe,not wikidata
2746,http://g.co/kg/m/05df16,not wikidata
2747,http://www.wikidata.org/entity/statement/Q720599-BE1F3004-8E7C-4EF3-BFB7-A6189D90AAE9,wikidata entity
2748,http://www.wikidata.org/entity/statement/Q720599-34408169-BBA8-43F0-A88E-FE18EF408856,wikidata entity
2749,http://www.wikidata.org/entity/statement/Q720599-12DFBBB1-AFC4-4448-AE3E-6EBC079C6A35,wikidata entity
2750,http://www.wikidata.org/entity/statement/Q720599-4b64d1a7-41c2-e2e5-b7f5-e2d3c0b429ba,wikidata entity
2751,http://www.wikidata.org/entity/statement/Q720599-F632BF57-8F42-4A36-857C-40B9EE87CC2D,wikidata entity
2752,http://www.wikidata.org/entity/statement/q720599-9C3E0582-87FD-42C4-8D4B-9F5C5098897B,wikidata entity
2753,http://www.wikidata.org/entity/statement/Q720599-FCB2740E-1E1C-43F1-87B9-6704673449DA,wikidata entity
2754,http://www.wikidata.org/entity/statement/Q720599-359D0DEC-03B2-46EB-9A45-07EF3C196EFB,wikidata entity
2755,http://www.wikidata.org/entity/statement/Q720599-33377D4F-5616-45B6-981F-5F43ED5E8A33,wikidata entity
2756,http://www.wikidata.org/entity/statement/Q720599-853b3f9c-404c-5ace-9dce-8b8fe37ea869,wikidata entity
2757,http://www.wikidata.org/entity/statement/Q720599-b108a1ac-4c60-692e-90ae-51284b43c2bc,wikidata entity
2758,http://www.wikidata.org/entity/statement/Q720599-6613d536-ec81-406c-a957-913d430783b4,wikidata entity
2759,http://www.wikidata.org/entity/statement/Q720599-18F429D3-7809-4B1B-9203-EFBE02ECDAAF,wikidata entity
2760,http://www.wikidata.org/entity/statement/Q720599-9190D61D-868B-4A8D-A9C8-CF0497C9BBDE,wikidata entity
2761,http://www.wikidata.org/entity/statement/Q720599-1FA93E0A-44F8-4424-8E1A-8A3D2EEF7928,wikidata entity
2762,http://www.wikidata.org/entity/statement/Q720599-22338e16-ab06-4b0a-a54c-eff8452e326a,wikidata entity
2763,http://www.wikidata.org/entity/statement/Q720599-14FCA955-6548-4DF9-B1CD-15C0295DE91E,wikidata entity
2764,http://www.wikidata.org/entity/statement/Q720599-82AD19EB-B1A5-4F08-911B-B6FAC975B073,wikidata entity
2765,http://www.wikidata.org/entity/statement/Q720599-0ddf0676-452a-7e5a-7be3-ec13cb304879,wikidata entity
2766,http://id.worldcat.org/fast/299351,not wikidata
2767,http://www.wikidata.org/entity/statement/Q720599-b502d79f-a7fe-4e66-8aab-d8abbba86edf,wikidata entity
2768,http://www.wikidata.org/entity/statement/Q720599-b9e24d56-4982-4054-1e09-4f989182553d,wikidata entity
2769,http://www.wikidata.org/entity/statement/Q720599-760EBA11-E81A-483D-BD3C-793FB791B2EA,wikidata entity
2770,http://www.wikidata.org/entity/statement/Q720599-1c6772f1-4c2b-518c-5d9d-35e3431bd681,wikidata entity
2771,http://www.wikidata.org/entity/statement/Q720599-34C50881-CAE5-4991-892A-381696653982,wikidata entity
2772,http://www.wikidata.org/entity/statement/Q720599-84691CAB-7968-4716-B924-B5CA654E1FFB,wikidata entity
2773,http://www.wikidata.org/entity/statement/Q720599-A0A0D3BD-2072-40A6-A659-8ADB90196D97,wikidata entity
